ocupacion,sexo,trimestre,valor
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2015T2,212.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2015T1,213.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2014T4,210.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2014T3,194.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2014T2,197.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2014T1,200.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2013T4,196.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2013T3,200.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2013T2,174.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2013T1,170.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2012T4,171.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2012T3,172.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2012T2,173.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2012T1,168.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2024T4,82.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2024T3,79.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2024T2,80.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2024T1,80.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2023T4,81.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2023T3,79.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2023T2,82.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2023T1,82.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2022T4,80.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2022T3,82.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2022T2,82.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2022T1,82.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2021T4,81.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2021T3,83.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2021T2,84.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2021T1,82.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2020T4,67.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2020T3,85.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2020T2,84.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2020T1,74.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2019T4,76.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2019T3,67.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2019T2,62.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2019T1,61.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2018T4,55.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2018T3,65.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2018T2,54.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2018T1,53.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2017T4,54.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2017T3,57.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2017T2,54.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2017T1,56.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2016T4,51.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2016T3,49.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2016T2,51.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2016T1,51.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2015T4,53.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2015T3,58.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2015T2,50.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2015T1,51.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2014T4,50.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2014T3,48.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2014T2,43.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2014T1,44.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2013T4,40.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2013T3,42.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2013T2,37.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2013T1,42.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2012T4,43.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2012T3,37.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2012T2,41.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Mujeres,2012T1,37.3
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2024T4,393.6
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2024T3,404.3
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2024T2,375.9
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2024T1,383.5
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2023T4,392.8
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2023T3,395.4
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2023T2,378.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2023T1,371.8
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2022T4,361.8
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2022T3,343.9
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2022T2,340.0
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2022T1,343.2
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2021T4,322.2
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2021T3,337.1
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2021T2,345.8
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2021T1,344.6
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2020T4,365.3
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2020T3,345.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2020T2,346.6
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2020T1,348.9
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2019T4,346.4
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2019T3,343.0
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2019T2,345.5
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2019T1,342.5
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2018T4,348.3
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2018T3,355.6
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2018T2,341.6
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2018T1,344.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2017T4,350.5
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2017T3,353.2
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2017T2,342.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2017T1,337.6
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2016T4,338.3
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2016T3,333.5
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2016T2,319.1
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2016T1,335.4
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2015T4,336.4
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2015T3,338.6
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2015T2,338.8
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2015T1,343.5
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2014T4,354.2
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2014T3,351.4
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2014T2,344.2
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2014T1,339.5
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2013T4,350.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2013T3,351.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2013T2,350.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2013T1,357.7
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2012T4,334.2
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2012T3,344.3
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2012T2,359.2
75 Trabajadores especializados en electricidad y electrotecnología,Ambos sexos,2012T1,362.6
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2024T4,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2024T3,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2024T2,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2024T1,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2023T4,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2023T3,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2023T2,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2023T1,100.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2022T4,389.8
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2022T3,400.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2022T2,370.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2022T1,377.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2021T4,387.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2021T3,389.7
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2021T2,373.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2021T1,366.2
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2020T4,357.9
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2020T3,337.9
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2020T2,333.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2020T1,339.4
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2019T4,317.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2019T3,331.5
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2019T2,340.2
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2019T1,337.6
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2018T4,359.5
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2018T3,337.7
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2018T2,340.7
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2018T1,342.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2017T4,341.3
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2017T3,336.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2017T2,340.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2017T1,336.2
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2016T4,344.2
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2016T3,350.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2016T2,335.7
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2016T1,339.8
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2015T4,345.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2015T3,349.9
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2015T2,339.7
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2015T1,331.4
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2014T4,337.0
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2014T3,329.3
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2014T2,315.4
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2014T1,331.9
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2013T4,332.2
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2013T3,334.2
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2013T2,334.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2013T1,337.7
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2012T4,348.8
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2012T3,345.1
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2012T2,339.8
75 Trabajadores especializados en electricidad y electrotecnología,Hombres,2012T1,335.0
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2024T4,98.5
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2024T3,98.2
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2024T2,98.7
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2024T1,98.7
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2023T4,97.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2023T3,98.6
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2023T2,98.8
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2023T1,98.6
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2022T4,99.2
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2022T3,99.0
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2022T2,98.8
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2022T1,98.3
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2021T4,98.2
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2021T3,98.3
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2021T2,97.8
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2021T1,98.3
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2020T4,3.7
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2020T3,4.2
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2020T2,5.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2020T1,6.4
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2019T4,5.7
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2019T3,5.7
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2019T2,5.6
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2019T1,5.7
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2018T4,3.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2018T3,6.0
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2018T2,6.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2018T1,3.8
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2017T4,5.1
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2017T3,5.6
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2017T2,5.5
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2017T1,7.0
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2016T4,5.8
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2016T3,8.0
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2016T2,5.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2016T1,6.8
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2015T4,5.1
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2015T3,6.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2015T2,5.4
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2015T1,6.3
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2014T4,4.1
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2014T3,5.6
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2014T2,5.8
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2014T1,4.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2013T4,5.5
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2013T3,3.4
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2013T2,2.9
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2013T1,6.2
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2012T4,1.4
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2012T3,4.2
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2012T2,3.7
75 Trabajadores especializados en electricidad y electrotecnología,Mujeres,2012T1,3.5
